location,year,bloom_date,normal_date,substitute_species
神戸,2020,2020/3/26,3月27日,
大阪,2011,2011/3/31,3月27日,
大阪,2012,2012/4/2,3月27日,
大阪,2013,2013/3/21,3月27日,
大阪,2014,2014/3/27,3月27日,
大阪,2015,2015/3/26,3月27日,
大阪,2016,2016/3/23,3月27日,
大阪,2017,2017/3/30,3月27日,
大阪,2018,2018/3/20,3月27日,
大阪,2019,2019/3/27,3月27日,
大阪,2020,2020/3/23,3月27日,
和歌山,2011,2011/3/27,3月24日,
和歌山,2012,2012/3/30,3月24日,
和歌山,2013,2013/3/18,3月24日,
和歌山,2014,2014/3/26,3月24日,
和歌山,2015,2015/3/23,3月24日,
和歌山,2016,2016/3/22,3月24日,
和歌山,2017,2017/3/30,3月24日,
和歌山,2018,2018/3/20,3月24日,
和歌山,2019,2019/3/25,3月24日,
和歌山,2020,2020/3/22,3月24日,
奈良,2011,2011/3/31,3月28日,
奈良,2012,2012/4/3,3月28日,
奈良,2013,2013/3/22,3月28日,
奈良,2014,2014/3/27,3月28日,
奈良,2015,2015/3/27,3月28日,
奈良,2016,2016/3/23,3月28日,
奈良,2017,2017/4/3,3月28日,
奈良,2018,2018/3/24,3月28日,
奈良,2019,2019/3/29,3月28日,
奈良,2020,2020/3/26,3月28日,
松山,2011,2011/3/25,3月24日,
松山,2012,2012/3/30,3月24日,
松山,2013,2013/3/17,3月24日,
松山,2014,2014/3/24,3月24日,
松山,2015,2015/3/27,3月24日,
松山,2016,2016/3/23,3月24日,
松山,2017,2017/3/30,3月24日,
松山,2018,2018/3/19,3月24日,
松山,2019,2019/3/22,3月24日,
松山,2020,2020/3/25,3月24日,
高松,2011,2011/3/31,3月27日,
高松,2012,2012/4/2,3月27日,
高松,2013,2013/3/22,3月27日,
高松,2014,2014/3/26,3月27日,
高松,2015,2015/3/24,3月27日,
高松,2016,2016/3/26,3月27日,
高松,2017,2017/4/2,3月27日,
高松,2018,2018/3/24,3月27日,
高松,2019,2019/3/26,3月27日,
高松,2020,2020/3/23,3月27日,
高知,2011,2011/3/22,3月22日,
高知,2012,2012/3/21,3月22日,
高知,2013,2013/3/15,3月22日,
高知,2014,2014/3/18,3月22日,
高知,2015,2015/3/22,3月22日,
高知,2016,2016/3/24,3月22日,
高知,2017,2017/3/29,3月22日,
高知,2018,2018/3/15,3月22日,
高知,2019,2019/3/22,3月22日,
高知,2020,2020/3/24,3月22日,
徳島,2011,2011/3/31,3月28日,
徳島,2012,2012/4/1,3月28日,
徳島,2013,2013/3/24,3月28日,
徳島,2014,2014/3/29,3月28日,
徳島,2015,2015/3/28,3月28日,
徳島,2016,2016/3/30,3月28日,
徳島,2017,2017/4/3,3月28日,
徳島,2018,2018/3/23,3月28日,
徳島,2019,2019/3/28,3月28日,
徳島,2020,2020/3/27,3月28日,
下関,2011,2011/3/30,3月26日,
下関,2012,2012/3/30,3月26日,
下関,2013,2013/3/19,3月26日,
下関,2014,2014/3/25,3月26日,
下関,2015,2015/3/25,3月26日,
下関,2016,2016/3/28,3月26日,
下関,2017,2017/3/29,3月26日,
下関,2018,2018/3/23,3月26日,
下関,2019,2019/3/25,3月26日,
下関,2020,2020/3/24,3月26日,
福岡,2011,2011/3/22,3月22日,
福岡,2012,2012/3/27,3月22日,
福岡,2013,2013/3/13,3月22日,
福岡,2014,2014/3/19,3月22日,
福岡,2015,2015/3/22,3月22日,
福岡,2016,2016/3/19,3月22日,
福岡,2017,2017/3/25,3月22日,
福岡,2018,2018/3/19,3月22日,
福岡,2019,2019/3/21,3月22日,
福岡,2020,2020/3/21,3月22日,
佐賀,2011,2011/3/22,3月24日,
佐賀,2012,2012/3/28,3月24日,
佐賀,2013,2013/3/18,3月24日,
佐賀,2014,2014/3/19,3月24日,
佐賀,2015,2015/3/22,3月24日,
佐賀,2016,2016/3/23,3月24日,
佐賀,2017,2017/3/30,3月24日,
佐賀,2018,2018/3/20,3月24日,
佐賀,2019,2019/3/23,3月24日,
佐賀,2020,2020/3/23,3月24日,
大分,2011,2011/3/23,3月24日,
大分,2012,2012/3/27,3月24日,
大分,2013,2013/3/14,3月24日,
大分,2014,2014/3/25,3月24日,
大分,2015,2015/3/26,3月24日,
大分,2016,2016/3/28,3月24日,
大分,2017,2017/4/4,3月24日,
大分,2018,2018/3/23,3月24日,
大分,2019,2019/3/24,3月24日,
大分,2020,2020/3/25,3月24日,
長崎,2011,2011/3/23,3月23日,
長崎,2012,2012/3/26,3月23日,
長崎,2013,2013/3/16,3月23日,
長崎,2014,2014/3/20,3月23日,
長崎,2015,2015/3/22,3月23日,
長崎,2016,2016/3/22,3月23日,
長崎,2017,2017/3/30,3月23日,
長崎,2018,2018/3/17,3月23日,
長崎,2019,2019/3/20,3月23日,
長崎,2020,2020/3/24,3月23日,
熊本,2011,2011/3/21,3月22日,
熊本,2012,2012/3/25,3月22日,
熊本,2013,2013/3/16,3月22日,
熊本,2014,2014/3/20,3月22日,
熊本,2015,2015/3/21,3月22日,
熊本,2016,2016/3/22,3月22日,
熊本,2017,2017/4/1,3月22日,
熊本,2018,2018/3/17,3月22日,
熊本,2019,2019/3/26,3月22日,
熊本,2020,2020/3/23,3月22日,
鹿児島,2011,2011/3/23,3月26日,
鹿児島,2012,2012/3/26,3月26日,
鹿児島,2013,2013/3/15,3月26日,
鹿児島,2014,2014/3/20,3月26日,
鹿児島,2015,2015/3/21,3月26日,
鹿児島,2016,2016/3/27,3月26日,
鹿児島,2017,2017/4/5,3月26日,
鹿児島,2018,2018/3/17,3月26日,
鹿児島,2019,2019/3/25,3月26日,
鹿児島,2020,2020/4/1,3月26日,
宮崎,2011,2011/3/23,3月23日,
宮崎,2012,2012/3/24,3月23日,
宮崎,2013,2013/3/13,3月23日,
宮崎,2014,2014/3/19,3月23日,
宮崎,2015,2015/3/22,3月23日,
宮崎,2016,2016/3/24,3月23日,
宮崎,2017,2017/4/2,3月23日,
宮崎,2018,2018/3/16,3月23日,
宮崎,2019,2019/3/22,3月23日,
宮崎,2020,2020/3/25,3月23日,
名瀬,2011,2011/1/30,1月20日,ひかんざくら
名瀬,2012,2012/1/20,1月20日,ひかんざくら
名瀬,2013,2013/1/14,1月20日,ひかんざくら
名瀬,2014,2014/1/16,1月20日,ひかんざくら
名瀬,2015,2015/1/20,1月20日,ひかんざくら
名瀬,2016,2016/1/18,1月20日,ひかんざくら
名瀬,2017,2017/1/31,1月20日,ひかんざくら
名瀬,2018,2018/1/22,1月20日,ひかんざくら
名瀬,2019,2019/1/23,1月20日,ひかんざくら
名瀬,2020,2020/1/23,1月20日,ひかんざくら
宮古島,2011,2011/1/17,1月17日,ひかんざくら
宮古島,2012,2012/1/18,1月17日,ひかんざくら
宮古島,2013,2013/1/19,1月17日,ひかんざくら
宮古島,2014,2014/1/16,1月17日,ひかんざくら
宮古島,2015,2015/1/22,1月17日,ひかんざくら
宮古島,2016,2016/2/4,1月17日,ひかんざくら
宮古島,2017,2017/1/30,1月17日,ひかんざくら
宮古島,2018,2018/1/23,1月17日,ひかんざくら
宮古島,2019,2019/1/7,1月17日,ひかんざくら
宮古島,2020,2020/2/7,1月17日,ひかんざくら
南大東島,2011,2011/1/24,1月20日,ひかんざくら
南大東島,2012,2012/1/17,1月20日,ひかんざくら
南大東島,2013,2013/1/7,1月20日,ひかんざくら
南大東島,2014,2014/1/7,1月20日,ひかんざくら
南大東島,2015,2015/1/15,1月20日,ひかんざくら
南大東島,2016,2016/2/9,1月20日,ひかんざくら
南大東島,2017,2017/1/27,1月20日,ひかんざくら
南大東島,2018,2018/1/7,1月20日,ひかんざくら
南大東島,2019,2019/1/25,1月20日,ひかんざくら
南大東島,2020,2020/2/6,1月20日,ひかんざくら
稚内,2021,2021/5/8,5月13日,えぞやまざくら
稚内,2022,2022/5/6,5月13日,えぞやまざくら
稚内,2023,2023/5/3,5月13日,えぞやまざくら
稚内,2024,2024/5/1,5月13日,えぞやまざくら
稚内,2025,2025/5/7,5月13日,えぞやまざくら
旭川,2021,2021/4/29,5月4日,えぞやまざくら
旭川,2022,2022/4/26,5月4日,えぞやまざくら
旭川,2023,2023/4/25,5月4日,えぞやまざくら
旭川,2024,2024/4/24,5月4日,えぞやまざくら
旭川,2025,2025/4/30,5月4日,えぞやまざくら
網走,2021,2021/5/6,5月10日,えぞやまざくら
網走,2022,2022/4/27,5月10日,えぞやまざくら
網走,2023,2023/4/28,5月10日,えぞやまざくら
網走,2024,2024/4/28,5月10日,えぞやまざくら
網走,2025,2025/5/8,5月10日,えぞやまざくら
札幌,2021,2021/4/22,5月1日,
札幌,2022,2022/4/23,5月1日,
札幌,2023,2023/4/15,5月1日,
札幌,2024,2024/4/18,5月1日,
札幌,2025,2025/4/23,5月1日,
帯広,2021,2021/4/24,5月2日,えぞやまざくら
帯広,2022,2022/4/22,5月2日,えぞやまざくら
帯広,2023,2023/4/20,5月2日,えぞやまざくら
帯広,2024,2024/4/23,5月2日,えぞやまざくら
帯広,2025,2025/4/28,5月2日,えぞやまざくら
釧路,2021,2021/5/8,5月16日,えぞやまざくら
釧路,2022,2022/5/8,5月16日,えぞやまざくら
釧路,2023,2023/5/1,5月16日,えぞやまざくら
釧路,2024,2024/5/3,5月16日,えぞやまざくら
釧路,2025,2025/5/7,5月16日,えぞやまざくら
室蘭,2021,2021/4/27,5月4日,
室蘭,2022,2022/4/25,5月4日,
室蘭,2023,2023/4/21,5月4日,
室蘭,2024,2024/4/26,5月4日,
室蘭,2025,2025/4/26,5月4日,
函館,2021,2021/4/20,4月28日,
函館,2022,2022/4/21,4月28日,
函館,2023,2023/4/14,4月28日,
函館,2024,2024/4/18,4月28日,
函館,2025,2025/4/23,4月28日,
青森,2021,2021/4/13,4月22日,
青森,2022,2022/4/16,4月22日,
青森,2023,2023/4/7,4月22日,
青森,2024,2024/4/15,4月22日,
青森,2025,2025/4/17,4月22日,
秋田,2021,2021/4/4,4月17日,
秋田,2022,2022/4/12,4月17日,
秋田,2023,2023/4/4,4月17日,
秋田,2024,2024/4/10,4月17日,
秋田,2025,2025/4/15,4月17日,
盛岡,2021,2021/4/9,4月18日,
盛岡,2022,2022/4/14,4月18日,
盛岡,2023,2023/4/3,4月18日,
盛岡,2024,2024/4/12,4月18日,
盛岡,2025,2025/4/16,4月18日,
山形,2021,2021/4/2,4月13日,
山形,2022,2022/4/11,4月13日,
山形,2023,2023/3/31,4月13日,
山形,2024,2024/4/7,4月13日,
山形,2025,2025/4/9,4月13日,
仙台,2021,2021/3/28,4月8日,
仙台,2022,2022/4/8,4月8日,
仙台,2023,2023/3/26,4月8日,
仙台,2024,2024/4/2,4月8日,
仙台,2025,2025/4/4,4月8日,
福島,2021,2021/3/25,4月7日,
福島,2022,2022/4/4,4月7日,
福島,2023,2023/3/24,4月7日,
福島,2024,2024/4/3,4月7日,
福島,2025,2025/4/4,4月7日,
新潟,2021,2021/3/29,4月8日,
新潟,2022,2022/4/8,4月8日,
新潟,2023,2023/3/27,4月8日,
新潟,2024,2024/4/6,4月8日,
新潟,2025,2025/4/6,4月8日,
金沢,2021,2021/3/23,4月3日,
金沢,2022,2022/3/30,4月3日,
金沢,2023,2023/3/23,4月3日,
金沢,2024,2024/4/1,4月3日,
金沢,2025,2025/3/29,4月3日,
富山,2021,2021/3/24,4月3日,
富山,2022,2022/4/1,4月3日,
富山,2023,2023/3/22,4月3日,
富山,2024,2024/4/2,4月3日,
富山,2025,2025/4/2,4月3日,
長野,2021,2021/3/29,4月11日,
長野,2022,2022/4/9,4月11日,
長野,2023,2023/3/28,4月11日,
長野,2024,2024/4/8,4月11日,
長野,2025,2025/4/8,4月11日,
宇都宮,2021,2021/3/20,3月30日,
宇都宮,2022,2022/3/27,3月30日,
宇都宮,2023,2023/3/20,3月30日,
宇都宮,2024,2024/3/31,3月30日,
宇都宮,2025,2025/3/28,3月30日,
福井,2021,2021/3/22,4月1日,
福井,2022,2022/3/31,4月1日,
福井,2023,2023/3/22,4月1日,
福井,2024,2024/4/1,4月1日,
福井,2025,2025/4/4,4月1日,
前橋,2021,2021/3/21,3月29日,
前橋,2022,2022/3/27,3月29日,
前橋,2023,2023/3/18,3月29日,
前橋,2024,2024/3/31,3月29日,
前橋,2025,2025/3/28,3月29日,
熊谷,2021,2021/3/19,3月27日,
熊谷,2022,2022/3/24,3月27日,
熊谷,2023,2023/3/17,3月27日,
熊谷,2024,2024/3/31,3月27日,
熊谷,2025,2025/3/27,3月27日,
水戸,2021,2021/3/20,3月30日,
水戸,2022,2022/3/30,3月30日,
水戸,2023,2023/3/20,3月30日,
水戸,2024,2024/3/31,3月30日,
水戸,2025,2025/3/27,3月30日,
岐阜,2021,2021/3/16,3月25日,
岐阜,2022,2022/3/21,3月25日,
岐阜,2023,2023/3/16,3月25日,
岐阜,2024,2024/3/27,3月25日,
岐阜,2025,2025/3/25,3月25日,
名古屋,2021,2021/3/17,3月24日,
名古屋,2022,2022/3/22,3月24日,
名古屋,2023,2023/3/17,3月24日,
名古屋,2024,2024/3/28,3月24日,
名古屋,2025,2025/3/26,3月24日,
甲府,2021,2021/3/18,3月25日,
甲府,2022,2022/3/21,3月25日,
甲府,2023,2023/3/17,3月25日,
甲府,2024,2024/3/29,3月25日,
甲府,2025,2025/3/26,3月25日,
銚子,2021,2021/3/22,3月30日,
銚子,2022,2022/3/27,3月30日,
銚子,2023,2023/3/22,3月30日,
銚子,2024,2024/4/1,3月30日,
銚子,2025,2025/3/27,3月30日,
津,2021,2021/3/20,3月29日,
津,2022,2022/3/26,3月29日,
津,2023,2023/3/22,3月29日,
津,2024,2024/3/30,3月29日,
津,2025,2025/3/28,3月29日,
静岡,2021,2021/3/20,3月24日,
静岡,2022,2022/3/21,3月24日,
静岡,2023,2023/3/19,3月24日,
静岡,2024,2024/3/30,3月24日,
静岡,2025,2025/3/26,3月24日,
東京,2021,2021/3/14,3月24日,
東京,2022,2022/3/20,3月24日,
東京,2023,2023/3/14,3月24日,
東京,2024,2024/3/29,3月24日,
東京,2025,2025/3/24,3月24日,
横浜,2021,2021/3/17,3月25日,
横浜,2022,2022/3/21,3月25日,
横浜,2023,2023/3/15,3月25日,
横浜,2024,2024/4/1,3月25日,
横浜,2025,2025/3/25,3月25日,
松江,2021,2021/3/14,3月29日,
松江,2022,2022/3/26,3月29日,
松江,2023,2023/3/20,3月29日,
松江,2024,2024/3/28,3月29日,
松江,2025,2025/3/27,3月29日,
鳥取,2021,2021/3/19,3月29日,
鳥取,2022,2022/3/27,3月29日,
鳥取,2023,2023/3/19,3月29日,
鳥取,2024,2024/3/29,3月29日,
鳥取,2025,2025/3/27,3月29日,
京都,2021,2021/3/16,3月26日,
京都,2022,2022/3/24,3月26日,
京都,2023,2023/3/17,3月26日,
京都,2024,2024/3/29,3月26日,
京都,2025,2025/3/27,3月26日,
彦根,2021,2021/3/22,4月1日,
彦根,2022,2022/3/31,4月1日,
彦根,2023,2023/3/23,4月1日,
彦根,2024,2024/4/2,4月1日,
彦根,2025,2025/4/4,4月1日,
広島,2021,2021/3/11,3月25日,
広島,2022,2022/3/21,3月25日,
広島,2023,2023/3/19,3月25日,
広島,2024,2024/3/25,3月25日,
広島,2025,2025/3/26,3月25日,
岡山,2021,2021/3/20,3月28日,
岡山,2022,2022/3/26,3月28日,
岡山,2023,2023/3/22,3月28日,
岡山,2024,2024/3/30,3月28日,
岡山,2025,2025/3/28,3月28日,
神戸,2021,2021/3/24,3月27日,
神戸,2022,2022/3/25,3月27日,
神戸,2023,2023/3/24,3月27日,
神戸,2024,2024/4/1,3月27日,
神戸,2025,2025/3/27,3月27日,
大阪,2021,2021/3/19,3月27日,
大阪,2022,2022/3/23,3月27日,
大阪,2023,2023/3/19,3月27日,
大阪,2024,2024/3/30,3月27日,
大阪,2025,2025/3/27,3月27日,
和歌山,2021,2021/3/18,3月24日,
和歌山,2022,2022/3/24,3月24日,
和歌山,2023,2023/3/20,3月24日,
和歌山,2024,2024/3/30,3月24日,
和歌山,2025,2025/3/26,3月24日,
奈良,2021,2021/3/21,3月28日,
奈良,2022,2022/3/25,3月28日,
奈良,2023,2023/3/20,3月28日,
奈良,2024,2024/3/31,3月28日,
奈良,2025,2025/3/28,3月28日,
松山,2021,2021/3/15,3月24日,
松山,2022,2022/3/21,3月24日,
松山,2023,2023/3/18,3月24日,
松山,2024,2024/3/27,3月24日,
松山,2025,2025/3/25,3月24日,
高松,2021,2021/3/15,3月27日,
高松,2022,2022/3/24,3月27日,
高松,2023,2023/3/22,3月27日,
高松,2024,2024/3/29,3月27日,
高松,2025,2025/3/26,3月27日,
高知,2021,2021/3/15,3月22日,
高知,2022,2022/3/19,3月22日,
高知,2023,2023/3/17,3月22日,
高知,2024,2024/3/23,3月22日,
高知,2025,2025/3/23,3月22日,
徳島,2021,2021/3/25,3月28日,
徳島,2022,2022/3/25,3月28日,
徳島,2023,2023/3/23,3月28日,
徳島,2024,2024/4/1,3月28日,
徳島,2025,2025/3/26,3月28日,
下関,2021,2021/3/16,3月26日,
下関,2022,2022/3/25,3月26日,
下関,2023,2023/3/22,3月26日,
下関,2024,2024/3/29,3月26日,
下関,2025,2025/3/26,3月26日,
福岡,2021,2021/3/12,3月22日,
福岡,2022,2022/3/17,3月22日,
福岡,2023,2023/3/18,3月22日,
福岡,2024,2024/3/27,3月22日,
福岡,2025,2025/3/25,3月22日,
佐賀,2021,2021/3/17,3月24日,
佐賀,2022,2022/3/19,3月24日,
佐賀,2023,2023/3/22,3月24日,
佐賀,2024,2024/3/29,3月24日,
佐賀,2025,2025/3/25,3月24日,
大分,2021,2021/3/18,3月24日,
大分,2022,2022/3/23,3月24日,
大分,2023,2023/3/24,3月24日,
大分,2024,2024/3/30,3月24日,
大分,2025,2025/3/25,3月24日,
長崎,2021,2021/3/14,3月23日,
長崎,2022,2022/3/22,3月23日,
長崎,2023,2023/3/21,3月23日,
長崎,2024,2024/3/26,3月23日,
長崎,2025,2025/3/24,3月23日,
熊本,2021,2021/3/17,3月22日,
熊本,2022,2022/3/20,3月22日,
熊本,2023,2023/3/22,3月22日,
熊本,2024,2024/3/26,3月22日,
熊本,2025,2025/3/23,3月22日,
鹿児島,2021,2021/3/17,3月26日,
鹿児島,2022,2022/3/20,3月26日,
鹿児島,2023,2023/3/24,3月26日,
鹿児島,2024,2024/3/29,3月26日,
鹿児島,2025,2025/3/24,3月26日,
宮崎,2021,2021/3/16,3月23日,
宮崎,2022,2022/3/18,3月23日,
宮崎,2023,2023/3/19,3月23日,
宮崎,2024,2024/3/25,3月23日,
宮崎,2025,2025/3/24,3月23日,
名瀬,2021,2021/1/25,1月20日,ひかんざくら
名瀬,2022,2022/1/18,1月20日,ひかんざくら
名瀬,2023,2023/1/20,1月20日,ひかんざくら
名瀬,2024,2024/1/17,1月20日,ひかんざくら
名瀬,2025,2025/1/21,1月20日,ひかんざくら
石垣島,2021,2021/1/27,1月18日,ひかんざくら
石垣島,2022,2022/1/27,1月18日,ひかんざくら
石垣島,2023,2023/2/3,1月18日,ひかんざくら
石垣島,2024,2024/1/22,1月18日,ひかんざくら
石垣島,2025,2025/1/22,1月18日,ひかんざくら
宮古島,2021,2021/1/16,1月17日,ひかんざくら
宮古島,2022,2022/1/19,1月17日,ひかんざくら
宮古島,2023,2023/1/15,1月17日,ひかんざくら
宮古島,2024,2024/1/5,1月17日,ひかんざくら
宮古島,2025,2025/1/6,1月17日,ひかんざくら
那覇,2021,2021/1/4,1月16日,ひかんざくら
那覇,2022,2022/1/11,1月16日,ひかんざくら
那覇,2023,2023/1/7,1月16日,ひかんざくら
那覇,2024,2024/1/13,1月16日,ひかんざくら
那覇,2025,2025/1/5,1月16日,ひかんざくら
